"","date","yolo_dayflow","sac_dayflow","height_sac","inund_days","inundation","year"
"12031",2017-01-08,4439,70500,31.28,0,0,"2017"
"12032",2017-01-09,22815,82000,34.89,1,1,"2017"
"12033",2017-01-10,89802,90200,35.62,2,1,"2017"
"12034",2017-01-11,173921,91900,36.71,3,1,"2017"
"12035",2017-01-12,184414,89500,36.71,4,1,"2017"
"12036",2017-01-13,145887,86000,35.94,5,1,"2017"
"12037",2017-01-14,121108,82500,35.39,6,1,"2017"
"12038",2017-01-15,105509,80200,35.06,7,1,"2017"
"12039",2017-01-16,91106,80200,34.81,8,1,"2017"
"12040",2017-01-17,70799,78500,34.48,9,1,"2017"
"12041",2017-01-18,53870,78500,34.15,10,1,"2017"
"12042",2017-01-19,54502,79700,34.05,11,1,"2017"
"12043",2017-01-20,60062,79700,34.24,12,1,"2017"
"12044",2017-01-21,77377,78400,34.45,13,1,"2017"
"12045",2017-01-22,84005,76000,34.59,14,1,"2017"
"12046",2017-01-23,93514,74900,35.33,15,1,"2017"
"12047",2017-01-24,88483,73400,35.32,16,1,"2017"
"12048",2017-01-25,81223,72600,34.6,17,1,"2017"
"12049",2017-01-26,66843,71100,34.4,18,1,"2017"
"12050",2017-01-27,49965,70500,34.1,19,1,"2017"
"12051",2017-01-28,35668,69300,33.81,20,1,"2017"
"12052",2017-01-29,27091,68400,33.59,21,1,"2017"
"12053",2017-01-30,21983,67500,33.4,22,1,"2017"
"12054",2017-01-31,18591,66100,33.26,23,1,"2017"
"12055",2017-02-01,17488,65900,33.24,24,1,"2017"
"12056",2017-02-02,18132,67600,33.26,25,1,"2017"
"12057",2017-02-03,18802,69400,33.28,26,1,"2017"
"12058",2017-02-04,26467,72300,33.82,27,1,"2017"
"12059",2017-02-05,41809,76900,34,28,1,"2017"
"12060",2017-02-06,54069,81600,34.26,29,1,"2017"
"12061",2017-02-07,85027,89800,35.3,30,1,"2017"
"12062",2017-02-08,139440,95200,36.09,31,1,"2017"
"12063",2017-02-09,159337,96200,36.52,32,1,"2017"
"12064",2017-02-10,208663,94000,37.56,33,1,"2017"
"12065",2017-02-11,242456,91600,37.78,34,1,"2017"
"12066",2017-02-12,228822,91500,37.65,35,1,"2017"
"12067",2017-02-13,193054,88400,37.06,36,1,"2017"
"12068",2017-02-14,186064,83400,37.01,37,1,"2017"
"12069",2017-02-15,197399,81800,37.08,38,1,"2017"
"12070",2017-02-16,193325,82100,37.01,39,1,"2017"
"12071",2017-02-17,196497,82200,36.96,40,1,"2017"
"12072",2017-02-18,202925,82300,36.93,41,1,"2017"
"12073",2017-02-19,190182,82000,36.76,42,1,"2017"
"12074",2017-02-20,177434,82100,36.57,43,1,"2017"
"12075",2017-02-21,219605,82500,37.51,44,1,"2017"
"12076",2017-02-22,227863,81600,37.5,45,1,"2017"
"12077",2017-02-23,196175,80900,36.95,46,1,"2017"
"12078",2017-02-24,171574,80900,36.43,47,1,"2017"
"12079",2017-02-25,152686,79900,35.99,48,1,"2017"
"12080",2017-02-26,143845,79700,35.77,49,1,"2017"
"12081",2017-02-27,139415,79400,35.66,50,1,"2017"
"12082",2017-02-28,127809,77800,35.6,51,1,"2017"
"12083",2017-03-01,88486,75500,34.84,52,1,"2017"
"12084",2017-03-02,72509,74200,34.47,53,1,"2017"
"12085",2017-03-03,60390,74100,34.28,54,1,"2017"
"12086",2017-03-04,52863,73900,34.16,55,1,"2017"
"12087",2017-03-05,46642,72400,34.05,56,1,"2017"
"12088",2017-03-06,36362,71400,33.86,57,1,"2017"
"12089",2017-03-07,28587,69600,33.65,58,1,"2017"
"12090",2017-03-08,23384,67500,33.43,59,1,"2017"
"12091",2017-03-09,18577,66100,33.2,60,1,"2017"
"12092",2017-03-10,13210,64800,32.95,61,1,"2017"
"12093",2017-03-11,9789,64200,32.82,62,1,"2017"
"12094",2017-03-12,7707,63000,32.65,63,1,"2017"
"12095",2017-03-13,6743,61900,31.95,64,1,"2017"
"12096",2017-03-14,6358,60400,31.72,65,1,"2017"
"12097",2017-03-15,6050,58900,31.05,66,1,"2017"
"12098",2017-03-16,5739,56000,30.26,67,1,"2017"
"12099",2017-03-17,5489,53200,29.53,68,1,"2017"
"12100",2017-03-18,5262,54200,30.4,69,1,"2017"
"12101",2017-03-19,5085,59800,32.47,70,1,"2017"
"12102",2017-03-20,6109,65600,33.08,71,1,"2017"
"12103",2017-03-21,14123,68100,33.24,72,1,"2017"
"12104",2017-03-22,22906,68900,33.65,73,1,"2017"
"12105",2017-03-23,30388,69300,33.78,74,1,"2017"
"12106",2017-03-24,30636,69200,33.79,75,1,"2017"
"12107",2017-03-25,29555,68300,33.72,76,1,"2017"
"12108",2017-03-26,30138,68900,33.8,77,1,"2017"
"12109",2017-03-27,30618,69000,33.81,78,1,"2017"
"12110",2017-03-28,27395,71500,33.72,79,1,"2017"
"12111",2017-03-29,20037,73600,33.46,80,1,"2017"
"12112",2017-03-30,10903,70100,33.04,81,1,"2017"
"12113",2017-03-31,5456,66300,32.61,82,1,"2017"
"12114",2017-04-01,3855,64000,31.91,0,0,"2017"
"12115",2017-04-02,3400,60100,31.13,0,0,"2017"
"12116",2017-04-03,3053,56100,30.03,0,0,"2017"
"12117",2017-04-04,2777,53400,28.86,0,0,"2017"
"12118",2017-04-05,2491,50600,27.8,0,0,"2017"
"12119",2017-04-06,2354,48900,27.1,0,0,"2017"
"12120",2017-04-07,2734,50400,27.47,0,0,"2017"
"12121",2017-04-08,3459,56600,31.27,0,0,"2017"
"12122",2017-04-09,4356,64700,33.15,1,1,"2017"
"12123",2017-04-10,9422,67900,33.18,2,1,"2017"
"12124",2017-04-11,9237,68200,33.06,3,1,"2017"
"12125",2017-04-12,6559,68300,32.91,4,1,"2017"
"12126",2017-04-13,5266,67900,32.67,5,1,"2017"
"12127",2017-04-14,5283,67000,33,6,1,"2017"
"12128",2017-04-15,9280,68100,33.36,7,1,"2017"
"12129",2017-04-16,19083,70100,33.47,8,1,"2017"
"12130",2017-04-17,22261,71100,33.51,9,1,"2017"
"12131",2017-04-18,23442,71900,33.59,10,1,"2017"
"12132",2017-04-19,25706,73100,33.72,11,1,"2017"
"12133",2017-04-20,28364,73800,33.79,12,1,"2017"
"12134",2017-04-21,29532,74600,33.83,13,1,"2017"
"12135",2017-04-22,28791,75700,33.79,14,1,"2017"
"12136",2017-04-23,28079,75900,33.76,15,1,"2017"
"12137",2017-04-24,27234,76100,33.74,16,1,"2017"
"12138",2017-04-25,26958,75800,33.73,17,1,"2017"
"12139",2017-04-26,26283,75700,33.7,18,1,"2017"
"12140",2017-04-27,25925,74000,33.7,19,1,"2017"
"12141",2017-04-28,25890,72700,33.73,20,1,"2017"
"12142",2017-04-29,24728,73500,33.65,21,1,"2017"
"12143",2017-04-30,21858,73900,33.55,22,1,"2017"
"12144",2017-05-01,17097,72200,33.32,23,1,"2017"
"12145",2017-05-02,10565,71100,33.14,24,1,"2017"
"12146",2017-05-03,3997,69300,32.41,25,1,"2017"
"12147",2017-05-04,2490,65800,30.72,0,0,"2017"
"12148",2017-05-05,1907,61100,29.07,0,0,"2017"
"12149",2017-05-06,1580,55600,27.55,0,0,"2017"
"12150",2017-05-07,1432,50700,26.32,0,0,"2017"
"12151",2017-05-08,1359,45900,24.97,0,0,"2017"
"12152",2017-05-09,1166,42000,23.52,0,0,"2017"
"12153",2017-05-10,897,41000,23.86,0,0,"2017"
"12154",2017-05-11,815,44800,26.7,0,0,"2017"
"12155",2017-05-12,718,50300,28.11,0,0,"2017"
"12156",2017-05-13,526,54100,28.84,0,0,"2017"
"12157",2017-05-14,539,56100,29.05,0,0,"2017"
"12158",2017-05-15,563,56400,29.05,0,0,"2017"
"12159",2017-05-16,627,55300,28.91,0,0,"2017"
"12160",2017-05-17,797,52700,28.21,0,0,"2017"
"12161",2017-05-18,824,50400,27.27,0,0,"2017"
"12162",2017-05-19,722,48800,26.55,0,0,"2017"
"12163",2017-05-20,605,46100,25.97,0,0,"2017"
"12164",2017-05-21,522,42600,24.34,0,0,"2017"
"12165",2017-05-22,538,40700,23.39,0,0,"2017"
"12166",2017-05-23,623,39500,23.2,0,0,"2017"
"12167",2017-05-24,631,38500,22.86,0,0,"2017"
"12168",2017-05-25,736,37700,22.76,0,0,"2017"
"12169",2017-05-26,801,36900,22.82,0,0,"2017"
"12170",2017-05-27,843,35500,22.63,0,0,"2017"
"12171",2017-05-28,827,34300,22.23,0,0,"2017"
"12172",2017-05-29,807,34100,22.16,0,0,"2017"
"12173",2017-05-30,860,34400,22.28,0,0,"2017"
"12174",2017-05-31,899,34800,22.52,0,0,"2017"
"12175",2017-06-01,950,35200,22.57,0,0,"2017"
"12176",2017-06-02,980,35400,22.62,0,0,"2017"
"12177",2017-06-03,996,36900,22.48,0,0,"2017"
"12178",2017-06-04,961,39400,22.67,0,0,"2017"
"12179",2017-06-05,926,40000,22.7,0,0,"2017"
"12180",2017-06-06,897,40100,22.71,0,0,"2017"
"12181",2017-06-07,843,39400,22.51,0,0,"2017"
"12182",2017-06-08,831,37600,22.14,0,0,"2017"
"12183",2017-06-09,826,35500,21.62,0,0,"2017"
"12184",2017-06-10,800,33400,21.32,0,0,"2017"
"12185",2017-06-11,720,31300,20.75,0,0,"2017"
"12186",2017-06-12,685,29700,20.09,0,0,"2017"
"12187",2017-06-13,643,28000,19.56,0,0,"2017"
"12188",2017-06-14,609,26500,18.95,0,0,"2017"
"12189",2017-06-15,604,25000,18.33,0,0,"2017"
"12190",2017-06-16,598,23300,17.61,0,0,"2017"
"12191",2017-06-17,606,21700,16.74,0,0,"2017"
"12192",2017-06-18,579,20700,16.21,0,0,"2017"
"12193",2017-06-19,543,20200,15.99,0,0,"2017"
"12194",2017-06-20,545,19700,15.87,0,0,"2017"
"12195",2017-06-21,582,19100,15.87,0,0,"2017"
"12196",2017-06-22,578,18500,15.93,0,0,"2017"
"12197",2017-06-23,565,17900,15.82,0,0,"2017"
"12198",2017-06-24,580,17000,15.59,0,0,"2017"
"12199",2017-06-25,583,16200,15.26,0,0,"2017"
"12200",2017-06-26,612,15800,15.05,0,0,"2017"
"12201",2017-06-27,606,15800,14.94,0,0,"2017"
"12202",2017-06-28,593,15700,14.92,0,0,"2017"
"12203",2017-06-29,622,15300,14.64,0,0,"2017"
"12204",2017-06-30,579,14700,14.34,0,0,"2017"
"12205",2017-07-01,573,14400,14.37,0,0,"2017"
"12206",2017-07-02,575,13800,14.16,0,0,"2017"
"12207",2017-07-03,589,13300,14.07,0,0,"2017"
"12208",2017-07-04,566,13000,13.95,0,0,"2017"
"12209",2017-07-05,550,13000,13.98,0,0,"2017"
"12210",2017-07-06,591,13000,13.99,0,0,"2017"
"12211",2017-07-07,625,12900,13.87,0,0,"2017"
"12212",2017-07-08,621,12700,13.89,0,0,"2017"
"12213",2017-07-09,580,12700,13.79,0,0,"2017"
"12214",2017-07-10,574,12800,13.88,0,0,"2017"
"12215",2017-07-11,658,12800,13.87,0,0,"2017"
"12216",2017-07-12,703,12700,13.88,0,0,"2017"
"12217",2017-07-13,684,12900,14,0,0,"2017"
"12218",2017-07-14,636,13800,14.39,0,0,"2017"
"12219",2017-07-15,598,14800,14.67,0,0,"2017"
"12220",2017-07-16,569,15200,14.8,0,0,"2017"
"12221",2017-07-17,555,15200,14.88,0,0,"2017"
"12222",2017-07-18,548,15200,14.96,0,0,"2017"
"12223",2017-07-19,545,15200,14.99,0,0,"2017"
"12224",2017-07-20,542,15200,14.84,0,0,"2017"
"12225",2017-07-21,540,15500,15.01,0,0,"2017"
"12226",2017-07-22,523,15900,15.16,0,0,"2017"
"12227",2017-07-23,510,16000,15.18,0,0,"2017"
"12228",2017-07-24,544,16500,15.48,0,0,"2017"
"12229",2017-07-25,582,17200,15.68,0,0,"2017"
"12230",2017-07-26,576,17500,15.71,0,0,"2017"
"12231",2017-07-27,566,17600,15.73,0,0,"2017"
"12232",2017-07-28,536,18100,16.04,0,0,"2017"
"12233",2017-07-29,551,18600,16.24,0,0,"2017"
"12234",2017-07-30,541,18800,16.25,0,0,"2017"
"12235",2017-07-31,537,18700,16.23,0,0,"2017"
"12236",2017-08-01,531,18800,16.31,0,0,"2017"
"12237",2017-08-02,540,18900,16.34,0,0,"2017"
"12238",2017-08-03,539,18900,16.41,0,0,"2017"
"12239",2017-08-04,513,18900,16.42,0,0,"2017"
"12240",2017-08-05,495,18600,16.18,0,0,"2017"
"12241",2017-08-06,453,18600,16.35,0,0,"2017"
"12242",2017-08-07,442,18900,16.34,0,0,"2017"
"12243",2017-08-08,439,19000,16.43,0,0,"2017"
"12244",2017-08-09,454,19100,16.49,0,0,"2017"
"12245",2017-08-10,464,19400,16.61,0,0,"2017"
"12246",2017-08-11,470,19600,16.58,0,0,"2017"
"12247",2017-08-12,486,19500,16.6,0,0,"2017"
"12248",2017-08-13,462,19300,16.74,0,0,"2017"
"12249",2017-08-14,445,19300,16.86,0,0,"2017"
"12250",2017-08-15,424,19600,16.93,0,0,"2017"
"12251",2017-08-16,441,19700,16.99,0,0,"2017"
"12252",2017-08-17,431,19900,17.06,0,0,"2017"
"12253",2017-08-18,402,20000,17.26,0,0,"2017"
"12254",2017-08-19,409,20100,17.31,0,0,"2017"
"12255",2017-08-20,391,20300,17.4,0,0,"2017"
"12256",2017-08-21,403,20600,17.44,0,0,"2017"
"12257",2017-08-22,408,20800,17.4,0,0,"2017"
"12258",2017-08-23,416,20900,17.48,0,0,"2017"
"12259",2017-08-24,398,21200,17.64,0,0,"2017"
"12260",2017-08-25,372,21500,17.79,0,0,"2017"
"12261",2017-08-26,380,21600,17.98,0,0,"2017"
"12262",2017-08-27,364,21600,18.01,0,0,"2017"
"12263",2017-08-28,371,21400,17.88,0,0,"2017"
"12264",2017-08-29,395,21200,17.77,0,0,"2017"
"12265",2017-08-30,410,21200,17.8,0,0,"2017"
"12266",2017-08-31,403,21000,17.73,0,0,"2017"
"12267",2017-09-01,423,20600,17.41,0,0,"2017"
"12268",2017-09-02,411,20400,17.34,0,0,"2017"
"12269",2017-09-03,377,20600,17.52,0,0,"2017"
"12270",2017-09-04,381,20900,17.6,0,0,"2017"
"12271",2017-09-05,379,21300,17.72,0,0,"2017"
"12272",2017-09-06,366,21500,17.92,0,0,"2017"
"12273",2017-09-07,351,21700,17.98,0,0,"2017"
"12274",2017-09-08,349,21800,18,0,0,"2017"
"12275",2017-09-09,324,22100,18.24,0,0,"2017"
"12276",2017-09-10,303,22400,18.39,0,0,"2017"
"12277",2017-09-11,328,22500,18.41,0,0,"2017"
"12278",2017-09-12,326,22100,18.25,0,0,"2017"
"12279",2017-09-13,339,21700,18.24,0,0,"2017"
"12280",2017-09-14,342,22200,18.28,0,0,"2017"
"12281",2017-09-15,319,22300,18.19,0,0,"2017"
"12282",2017-09-16,328,22000,18.1,0,0,"2017"
"12283",2017-09-17,327,21900,18.05,0,0,"2017"
"12284",2017-09-18,327,21600,17.99,0,0,"2017"
"12285",2017-09-19,343,21500,17.94,0,0,"2017"
"12286",2017-09-20,331,21200,17.91,0,0,"2017"
"12287",2017-09-21,315,20700,17.85,0,0,"2017"
"12288",2017-09-22,309,20900,17.8,0,0,"2017"
"12289",2017-09-23,312,20900,17.74,0,0,"2017"
"12290",2017-09-24,306,20600,17.54,0,0,"2017"
"12291",2017-09-25,327,20500,17.52,0,0,"2017"
"12292",2017-09-26,335,20400,17.53,0,0,"2017"
"12293",2017-09-27,332,20400,17.46,0,0,"2017"
"12294",2017-09-28,347,20400,17.47,0,0,"2017"
"12295",2017-09-29,335,20500,17.46,0,0,"2017"
"12296",2017-09-30,302,20400,17.35,0,0,"2017"
"12297",2017-10-01,255,20100,17.34,0,0,"2017"
"12298",2017-10-02,230,19800,17.35,0,0,"2017"
"12299",2017-10-03,245,19400,17.19,0,0,"2017"
"12300",2017-10-04,238,18700,16.9,0,0,"2017"
"12301",2017-10-05,235,17500,16.3,0,0,"2017"
"12302",2017-10-06,224,16300,15.87,0,0,"2017"
"12303",2017-10-07,218,14900,15.29,0,0,"2017"
"12304",2017-10-08,206,14200,14.95,0,0,"2017"
"12305",2017-10-09,224,13500,14.89,0,0,"2017"
"12306",2017-10-10,265,13300,14.83,0,0,"2017"
"12307",2017-10-11,322,13400,14.74,0,0,"2017"
"12308",2017-10-12,333,13300,14.71,0,0,"2017"
"12309",2017-10-13,325,13100,14.51,0,0,"2017"
"12310",2017-10-14,302,12700,14.48,0,0,"2017"
"12311",2017-10-15,259,12300,14.28,0,0,"2017"
"12312",2017-10-16,253,11900,14.21,0,0,"2017"
"12313",2017-10-17,273,11700,14.17,0,0,"2017"
"12314",2017-10-18,260,11600,14.1,0,0,"2017"
"12315",2017-10-19,247,11600,14.1,0,0,"2017"
"12316",2017-10-20,227,12000,14.08,0,0,"2017"
"12317",2017-10-21,210,11900,13.94,0,0,"2017"
"12318",2017-10-22,200,11700,13.92,0,0,"2017"
"12319",2017-10-23,216,11400,13.97,0,0,"2017"
"12320",2017-10-24,210,11300,13.94,0,0,"2017"
"12321",2017-10-25,215,11200,13.96,0,0,"2017"
"12322",2017-10-26,230,11200,13.86,0,0,"2017"
"12323",2017-10-27,215,11100,13.78,0,0,"2017"
"12324",2017-10-28,179,10800,13.59,0,0,"2017"
"12325",2017-10-29,79,10400,13.44,0,0,"2017"
"12326",2017-10-30,25,10200,13.38,0,0,"2017"
"12327",2017-10-31,30,10300,13.36,0,0,"2017"
"12328",2017-11-01,48,10400,13.56,0,0,"2017"
"12329",2017-11-02,81,10700,13.56,0,0,"2017"
"12330",2017-11-03,114,10700,13.48,0,0,"2017"
"12331",2017-11-04,139,10800,13.63,0,0,"2017"
"12332",2017-11-05,138,11200,13.91,0,0,"2017"
"12333",2017-11-06,133,11700,14.36,0,0,"2017"
"12334",2017-11-07,128,11900,14.4,0,0,"2017"
"12335",2017-11-08,137,11400,14.04,0,0,"2017"
"12336",2017-11-09,145,11300,13.56,0,0,"2017"
"12337",2017-11-10,108,11400,13.72,0,0,"2017"
"12338",2017-11-11,96,11800,14.16,0,0,"2017"
"12339",2017-11-12,89,12200,14.2,0,0,"2017"
"12340",2017-11-13,89,12300,14.21,0,0,"2017"
"12341",2017-11-14,99,12200,14.1,0,0,"2017"
"12342",2017-11-15,103,12100,14.05,0,0,"2017"
"12343",2017-11-16,116,13300,14.47,0,0,"2017"
"12344",2017-11-17,119,15800,16.6,0,0,"2017"
"12345",2017-11-18,109,18700,18.17,0,0,"2017"
"12346",2017-11-19,106,19500,18.16,0,0,"2017"
"12347",2017-11-20,102,17500,17.01,0,0,"2017"
"12348",2017-11-21,101,15500,15.61,0,0,"2017"
"12349",2017-11-22,93,14500,15.52,0,0,"2017"
"12350",2017-11-23,82,15100,16.24,0,0,"2017"
"12351",2017-11-24,75,15600,16.15,0,0,"2017"
"12352",2017-11-25,74,15100,15.62,0,0,"2017"
"12353",2017-11-26,83,14600,15.24,0,0,"2017"
"12354",2017-11-27,91,14700,15.07,0,0,"2017"
"12355",2017-11-28,91,15200,15.88,0,0,"2017"
"12356",2017-11-29,89,16200,16.47,0,0,"2017"
"12357",2017-11-30,94,16600,16.43,0,0,"2017"
"12358",2017-12-01,98,16400,16.01,0,0,"2017"
"12359",2017-12-02,98,16300,15.52,0,0,"2017"
"12360",2017-12-03,96,16000,15.25,0,0,"2017"
"12361",2017-12-04,93,15900,15.14,0,0,"2017"
"12362",2017-12-05,88,15400,15.02,0,0,"2017"
"12363",2017-12-06,81,15200,14.91,0,0,"2017"
"12364",2017-12-07,81,15100,14.75,0,0,"2017"
"12365",2017-12-08,85,14700,14.54,0,0,"2017"
"12366",2017-12-09,88,14500,14.44,0,0,"2017"
"12367",2017-12-10,85,14400,14.36,0,0,"2017"
"12368",2017-12-11,84,14300,14.27,0,0,"2017"
"12369",2017-12-12,89,14300,14.31,0,0,"2017"
"12370",2017-12-13,92,14200,14.34,0,0,"2017"
"12371",2017-12-14,92,14200,14.29,0,0,"2017"
"12372",2017-12-15,95,14200,14.28,0,0,"2017"
"12373",2017-12-16,95,14500,14.48,0,0,"2017"
"12374",2017-12-17,90,14300,14.42,0,0,"2017"
"12375",2017-12-18,91,14100,14.36,0,0,"2017"
"12376",2017-12-19,91,14000,14.28,0,0,"2017"
"12377",2017-12-20,88,14100,14.3,0,0,"2017"
"12378",2017-12-21,87,14300,14.22,0,0,"2017"
"12379",2017-12-22,86,14300,14.31,0,0,"2017"
"12380",2017-12-23,88,14100,14.33,0,0,"2017"
"12381",2017-12-24,86,13800,14.19,0,0,"2017"
"12382",2017-12-25,84,13700,14.07,0,0,"2017"
"12383",2017-12-26,83,13700,14.21,0,0,"2017"
"12384",2017-12-27,80,13800,14.29,0,0,"2017"
"12385",2017-12-28,76,13700,14.27,0,0,"2017"
"12386",2017-12-29,76,13400,14.08,0,0,"2017"
"12387",2017-12-30,80,13200,14,0,0,"2017"
"12388",2017-12-31,81,13100,13.96,0,0,"2017"
"12389",2018-01-01,82,13100,14.01,0,0,"2018"
"12390",2018-01-02,88,12900,14.02,0,0,"2018"
"12391",2018-01-03,86,12600,13.97,0,0,"2018"
"12392",2018-01-04,92,12500,14,0,0,"2018"
"12393",2018-01-05,94,12700,14.01,0,0,"2018"
"12394",2018-01-06,89,12900,14.08,0,0,"2018"
"12395",2018-01-07,86,13000,14.22,0,0,"2018"
"12396",2018-01-08,94,14700,14.57,0,0,"2018"
"12397",2018-01-09,257,19800,17.72,0,0,"2018"
"12398",2018-01-10,238,25200,20.45,0,0,"2018"
"12399",2018-01-11,153,27400,20.93,0,0,"2018"
"12400",2018-01-12,149,26300,20.6,0,0,"2018"
"12401",2018-01-13,149,23700,19.36,0,0,"2018"
"12402",2018-01-14,138,21100,18.12,0,0,"2018"
"12403",2018-01-15,128,19400,17.23,0,0,"2018"
"12404",2018-01-16,120,18200,16.72,0,0,"2018"
"12405",2018-01-17,120,17400,16.23,0,0,"2018"
"12406",2018-01-18,121,16600,15.9,0,0,"2018"
"12407",2018-01-19,119,16200,15.66,0,0,"2018"
"12408",2018-01-20,117,16700,16.93,0,0,"2018"
"12409",2018-01-21,116,18100,17.63,0,0,"2018"
"12410",2018-01-22,116,18600,17.37,0,0,"2018"
"12411",2018-01-23,134,18100,16.76,0,0,"2018"
"12412",2018-01-24,186,18400,17.77,0,0,"2018"
"12413",2018-01-25,206,19300,17.68,0,0,"2018"
"12414",2018-01-26,146,19900,18.38,0,0,"2018"
"12415",2018-01-27,135,21100,18.89,0,0,"2018"
"12416",2018-01-28,135,21300,18.77,0,0,"2018"
"12417",2018-01-29,147,20000,17.95,0,0,"2018"
"12418",2018-01-30,188,18600,17.13,0,0,"2018"
"12419",2018-01-31,173,17800,16.66,0,0,"2018"
"12420",2018-02-01,166,17500,16.48,0,0,"2018"
"12421",2018-02-02,152,17000,16.19,0,0,"2018"
"12422",2018-02-03,148,16400,15.87,0,0,"2018"
"12423",2018-02-04,140,16000,15.74,0,0,"2018"
"12424",2018-02-05,141,15700,15.54,0,0,"2018"
"12425",2018-02-06,134,15600,15.49,0,0,"2018"
"12426",2018-02-07,121,15600,15.53,0,0,"2018"
"12427",2018-02-08,114,15400,15.38,0,0,"2018"
"12428",2018-02-09,121,14800,15.05,0,0,"2018"
"12429",2018-02-10,134,14500,14.76,0,0,"2018"
"12430",2018-02-11,143,13900,14.56,0,0,"2018"
"12431",2018-02-12,143,13700,14.3,0,0,"2018"
"12432",2018-02-13,109,13400,14.11,0,0,"2018"
"12433",2018-02-14,101,13200,14.08,0,0,"2018"
"12434",2018-02-15,95,13300,13.97,0,0,"2018"
"12435",2018-02-16,91,12900,13.84,0,0,"2018"
"12436",2018-02-17,101,12100,13.71,0,0,"2018"
"12437",2018-02-18,118,11400,13.44,0,0,"2018"
"12438",2018-02-19,114,11600,13.17,0,0,"2018"
"12439",2018-02-20,103,11500,13.13,0,0,"2018"
"12440",2018-02-21,102,11400,13.03,0,0,"2018"
"12441",2018-02-22,105,11500,13.01,0,0,"2018"
"12442",2018-02-23,98,11700,12.91,0,0,"2018"
"12443",2018-02-24,86,11300,12.8,0,0,"2018"
"12444",2018-02-25,83,11200,12.84,0,0,"2018"
"12445",2018-02-26,103,11700,12.87,0,0,"2018"
"12446",2018-02-27,109,12400,12.9,0,0,"2018"
"12447",2018-02-28,103,12200,13.17,0,0,"2018"
"12448",2018-03-01,151,13300,13.82,0,0,"2018"
"12449",2018-03-02,166,16000,15.16,0,0,"2018"
"12450",2018-03-03,144,17600,15.8,0,0,"2018"
"12451",2018-03-04,112,17400,15.87,0,0,"2018"
"12452",2018-03-05,107,16000,15.23,0,0,"2018"
"12453",2018-03-06,117,14500,14.7,0,0,"2018"
"12454",2018-03-07,130,13300,14.4,0,0,"2018"
"12455",2018-03-08,128,12500,13.86,0,0,"2018"
"12456",2018-03-09,133,12200,13.72,0,0,"2018"
"12457",2018-03-10,135,12200,13.73,0,0,"2018"
"12458",2018-03-11,127,12100,13.73,0,0,"2018"
"12459",2018-03-12,127,11800,13.67,0,0,"2018"
"12460",2018-03-13,142,12300,13.75,0,0,"2018"
"12461",2018-03-14,138,16000,17.25,0,0,"2018"
"12462",2018-03-15,144,22300,19.83,0,0,"2018"
"12463",2018-03-16,159,27100,21.56,0,0,"2018"
"12464",2018-03-17,148,29200,21.65,0,0,"2018"
"12465",2018-03-18,133,28200,21.54,0,0,"2018"
"12466",2018-03-19,152,25400,20.63,0,0,"2018"
"12467",2018-03-20,170,22800,19.08,0,0,"2018"
"12468",2018-03-21,200,25900,20.84,0,0,"2018"
"12469",2018-03-22,282,39600,26.76,0,0,"2018"
"12470",2018-03-23,576,52900,30.25,0,0,"2018"
"12471",2018-03-24,758,58700,31.07,0,0,"2018"
"12472",2018-03-25,695,57800,30.73,0,0,"2018"
"12473",2018-03-26,608,50800,28.21,0,0,"2018"
"12474",2018-03-27,497,44300,25.11,0,0,"2018"
"12475",2018-03-28,407,40000,23.31,0,0,"2018"
"12476",2018-03-29,348,36400,21.69,0,0,"2018"
"12477",2018-03-30,297,33600,20.42,0,0,"2018"
"12478",2018-03-31,269,31100,19.48,0,0,"2018"
"12479",2018-04-01,258,29300,18.79,0,0,"2018"
"12480",2018-04-02,253,28300,18.44,0,0,"2018"
"12481",2018-04-03,237,28400,18.34,0,0,"2018"
"12482",2018-04-04,233,32400,21.25,0,0,"2018"
"12483",2018-04-05,248,41400,23.27,0,0,"2018"
"12484",2018-04-06,394,53100,25.09,0,0,"2018"
"12485",2018-04-07,626,63900,28.99,0,0,"2018"
"12486",2018-04-08,1161,72900,32.82,1,1,"2018"
"12487",2018-04-09,2897,77500,33.28,2,1,"2018"
"12488",2018-04-10,4537,75500,33.21,3,1,"2018"
"12489",2018-04-11,3211,68700,32.3,4,1,"2018"
"12490",2018-04-12,1642,58900,30.09,0,0,"2018"
"12491",2018-04-13,939,49600,27.2,0,0,"2018"
"12492",2018-04-14,642,42900,24.78,0,0,"2018"
"12493",2018-04-15,478,37900,23.22,0,0,"2018"
"12494",2018-04-16,415,34200,21.84,0,0,"2018"
"12495",2018-04-17,326,31100,20.87,0,0,"2018"
"12496",2018-04-18,298,28000,19.84,0,0,"2018"
"12497",2018-04-19,228,25100,18.81,0,0,"2018"
"12498",2018-04-20,205,23000,18.05,0,0,"2018"
"12499",2018-04-21,213,21500,17.5,0,0,"2018"
"12500",2018-04-22,222,19800,16.96,0,0,"2018"
"12501",2018-04-23,222,18700,16.51,0,0,"2018"
"12502",2018-04-24,234,17400,16.21,0,0,"2018"
"12503",2018-04-25,246,15700,15.38,0,0,"2018"
"12504",2018-04-26,249,14600,14.84,0,0,"2018"
"12505",2018-04-27,280,14500,14.69,0,0,"2018"
"12506",2018-04-28,281,14300,14.64,0,0,"2018"
"12507",2018-04-29,274,13700,14.27,0,0,"2018"
